id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
m-w-cDA6m34,0.01,0.05,0.25,0.35,0.2,0.14,0.6,0.4,"This video targets an audience interested in health and nutrition, often attracting viewers in their 20s to 40s who are more health-conscious. The content leans slightly towards males due to its focus on fitness and muscle growth.",103
y92FVVssvDk,0.0,0.05,0.15,0.4,0.3,0.1,0.6,0.4,"This video focuses on optimizing smartphone settings, which is a topic likely to interest adults who are looking to enhance their tech experience, particularly those in their 30s and 40s. The technical nature of the content and emphasis on efficient use aligns more with male viewers, who traditionally show more interest in tech tutorials.",144
22_HiHdt0_w,0.0,0.05,0.15,0.25,0.35,0.2,0.6,0.4,"This video focuses on historical and architectural discussions, which are likely to attract an older audience interested in detailed and intellectual content. The technical nature of the discussion, as well as the historical experts involved, suggests a male-dominated viewership, but not exclusively male.",305
unuUjQMXpzg,0.0,0.3,0.5,0.15,0.05,0.0,0.6,0.4,"This video seems to appeal to younger audiences, particularly those in their teens and twenties, due to its controversial and provocative subject matter regarding cultural and national identity. It may attract more male viewers as well, given the strong emphasis on national pride and confrontation.",115
SIOA3hJL9CU,0.05,0.7,0.2,0.03,0.01,0.01,0.6,0.4,"This video focuses on a challenge that involves maintaining weight for 24 hours and incorporates lighthearted humor and competitive elements. Such themes are particularly appealing to teenagers and young adults, with a slight male preference due to the nature of physical challenges.",387
zz2RI6lL2hE,0.05,0.65,0.25,0.03,0.01,0.01,0.6,0.4,"This video appears to be a comedy skit with a focus on humorous and playful dialogues, appealing mostly to teenagers and young adults. The humor style and casual banter suggest a slightly higher male audience, but it still attracts a significant female viewership.",490
2DY25AX7z5M,0.05,0.15,0.35,0.35,0.05,0.05,0.6,0.4,"This video likely appeals to a mature audience interested in nature and wildlife, often attracting viewers in their 20s and 30s. The theme of survival and the natural world may resonate slightly more with male viewers.",142
4q_gTTkX_dg,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4,"This video focuses on historical and political discussions, which typically attract adults interested in history and governance. The subject matter and presentation style suggest a slightly higher male viewership, as men often show more interest in political analysis.",135
o9nwy_dtlEE,0.0,0.4,0.5,0.1,0.0,0.0,0.6,0.4,"This video likely appeals to a younger audience due to its informal, humorous language and references to pop culture. The content seems slightly more appealing to males, with a focus on comedic elements and casual conversational style.",119
3-bZDcnJci8,0.0,0.1,0.25,0.25,0.3,0.1,0.6,0.4,This video appeals primarily to adults due to its focus on career and life experiences. The discussion on education and personal anecdotes would likely resonate more with a male audience.,116
Cq6xoBRwBkI,0.0,0.0,0.0,0.1,0.1,0.8,0.6,0.4,"This video primarily discusses the health risks of beer consumption for seniors, particularly those over 65. Therefore, it is likely to attract viewers who are older and concerned about their health, with a slightly higher interest from males who traditionally consume more beer.",105
VVVYOf3_8Hw,0.05,0.55,0.3,0.05,0.03,0.02,0.6,0.4,"This video primarily features a humorous and casual discussion surrounding a baseball pitching event, which is more likely to attract younger viewers, particularly teenagers and those in their twenties, who enjoy lighthearted and informal content. The content also involves a fair amount of sports references and humorous banter, which traditionally skews slightly male.",145
1-_lSwxYSks,0.0,0.5,0.4,0.1,0.0,0.0,0.6,0.4,"This video is likely to attract a younger audience, primarily in their teens and twenties, due to its travel adventure theme and casual, relatable storytelling. The mention of friends, spontaneous trips, and a light-hearted tone suggests an appeal to a male audience slightly more than female.",106
AQFAdhvCPvU,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4,"This video seems to appeal to young adults due to its focus on nightlife, relationships, and social interactions, which are common interests for people in their 20s and 30s. The slightly higher male viewership prediction is based on the casual and somewhat candid tone of the conversations, which often resonates more with a male audience.",136
3B6nv74tSkw,0.0,0.1,0.3,0.5,0.1,0.0,0.6,0.4,"This video discusses practical steps for smartphone users, which appeals largely to tech-savvy adults in their 20s to 30s. The technical nature of the information and focus on mobile security services may slightly appeal more to male viewers.",879
kgvkGuMNJN8,0.0,0.05,0.3,0.4,0.15,0.1,0.6,0.4,"This video primarily revolves around food exploration and discussions typical of urban dining, which tends to attract a young to middle-aged adult audience. The informal and conversational style of the content, combined with detailed food descriptions, resonates more with male viewers who are interested in culinary experiences.",395
tHG3i4ORWZc,0.0,0.5,0.3,0.1,0.05,0.05,0.6,0.4,"This video primarily appeals to teenagers and young adults due to its humor, modern AI theme, and interactive content style. The content's playful and casual tone is more likely to attract a slightly more male audience.",139
1lX3Mibvrec,0.0,0.1,0.2,0.3,0.25,0.15,0.6,0.4,"This video discusses innovative house construction techniques and energy efficiency, which are likely to attract middle-aged viewers interested in home improvement and sustainability. The technical details and focus on construction suggest a male-dominated audience with some female interest in eco-friendly living.",219
benwP81_gY4,0.0,0.7,0.2,0.1,0.0,0.0,0.6,0.4,"This video features a lot of casual and raw dialogue, resembling content that younger audiences, especially teenagers, might find entertaining or relatable. The humor and situational nature are more likely to appeal to a younger male audience given the action and adventure undertones.",204
lBprYc07QUY,0.05,0.2,0.4,0.2,0.1,0.05,0.6,0.4,"This video is likely to appeal to younger audiences, particularly those in their 20s and 30s, who often enjoy mukbang videos and travel content. The competitive eating aspect and casual tone may resonate slightly more with male viewers.",149
ldGp-1V9qyM,0.0,0.05,0.3,0.45,0.15,0.05,0.6,0.4,"This video is likely to attract viewers in their 20s and 30s, as it deals with career challenges and experiences in a corporate setting, which are particularly relevant to this age group. The content also seems to appeal slightly more to males, as it revolves around professional ambitions and overcoming personal and professional setbacks.",141
db0WhFvq0Cs,0.1,0.5,0.3,0.05,0.03,0.02,0.6,0.4,"This video is characterized by a playful and youthful theme, likely attracting a younger audience, particularly teenagers and young adults. The content seems to appeal slightly more to male viewers due to its adventurous and casual presentation style.",174
M5J7TD0JB1A,0.05,0.15,0.35,0.25,0.15,0.05,0.6,0.4,"This video is likely to attract viewers in their 20s and 30s due to its intense storyline and adventure theme. The content's focus on survival and wildlife appeals slightly more to male audiences, although it may also interest females.",298
RocMeTsaojY,0.05,0.75,0.15,0.03,0.01,0.01,0.6,0.4,"This video uses a humorous and quirky style with exaggerated expressions and character interactions, which is likely to appeal to teenagers. Additionally, the comedic and informal tone might attract slightly more male viewers, but it's still accessible to both genders.",293
e8UR1b1EOM4,0.01,0.05,0.25,0.35,0.25,0.09,0.6,0.4,"This video discusses financial opportunities in the US stock market and offers a promotion on a health product, topics that typically attract viewers aged 20-40 who are financially active. The content, which involves investment and financial analysis, is slightly more likely to appeal to male viewers.",234
_U-oJmr24NM,0.1,0.6,0.2,0.05,0.03,0.02,0.6,0.4,"This video appears to be youth-oriented, with a lighthearted and humorous exploration of a soccer class, likely attracting a teenage audience. The playful and competitive nature of the content may resonate more with males, though there is still significant female interest due to its entertainment value.",688
T1eu51VC9fk,0.05,0.6,0.3,0.05,0.0,0.0,0.6,0.4,"This video involves intense game-based survival scenarios similar to those found in popular series like 'Squid Game', which have a strong appeal among teenagers and young adults. The action-oriented and suspenseful nature of the content is likely to attract more male viewers, but female audiences are also drawn to such thrilling narratives.",277
9vaDQYlA3fA,0.01,0.05,0.2,0.3,0.25,0.19,0.55,0.45,This video likely appeals to adults in their 30s and 40s who are interested in international cultures and culinary innovations. The technical aspects of the story may attract a slightly higher male audience due to the focus on engineering and technology.,184
v40V2GGFnO0,0.01,0.05,0.3,0.4,0.15,0.09,0.55,0.45,"This video likely appeals to adults interested in geology, natural phenomena, and travel, which are often popular among those in their 20s to 40s. The balanced gender distribution may reflect the universal appeal of such educational content, but possibly leans slightly more towards males due to the scientific and exploratory nature of the topic.",140
-tal4c_pHNc,0.1,0.25,0.35,0.2,0.05,0.05,0.55,0.45,"This video features family-friendly content with a playful and interactive theme centered around children and household activities. Such content typically appeals to younger audiences and young adults, with a slight male viewership dominance due to the focus on building and assembling activities.",249
JxjCN-5o_eo,0.01,0.3,0.5,0.15,0.03,0.01,0.5,0.5,"The script features a science fiction narrative with dramatic and suspenseful elements, appealing primarily to young adults and teenagers. The gender distribution is likely balanced as both males and females are drawn to elaborate, plot-driven stories with unexpected twists.",443
a50C0m0c15w,0.0,0.05,0.2,0.4,0.3,0.05,0.5,0.5,"This video is about managing and blocking advertising calls, which is a topic that generally interests adults who are frequently using smartphones for work and personal matters. The equal gender distribution reflects the universal relevance of avoiding spam calls, as both men and women face similar issues with unwanted communications.",340
G_9WMI0PNas,0.05,0.4,0.4,0.1,0.03,0.02,0.5,0.5,"This video focuses on unique experiences and food exploration, especially around ramen, which appeals to younger audiences like teenagers and those in their 20s. The balanced gender probability reflects the universal appeal of food content, attracting both male and female viewers equally.",168
XvunCJ6s9VQ,0.0,0.0,0.1,0.3,0.4,0.2,0.5,0.5,"This video focuses on tax regulations and financial planning, topics typically concerning adults who deal with family finances, likely attracting 30s to 50s viewers. Both men and women manage finances, leading to an equal gender distribution in viewership.",466
utmuPIiN5l4,0.05,0.1,0.65,0.15,0.03,0.02,0.5,0.5,"This video appears to appeal primarily to individuals in their 20s, who are familiar with internet trends and meme culture, as it features a humorous and absurd style that is typical of social media platforms like TikTok. The gender distribution is likely balanced because meme content generally attracts a wide variety of viewers regardless of gender.",173
iCZPqTkZqxc,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,"This video discusses deep philosophical concepts and historical analysis, likely attracting an older audience interested in self-improvement and wisdom. The balanced gender distribution is expected as both men and women engage in philosophical and existential discussions.",163
-qtiivqtpuw,0.0,0.05,0.1,0.35,0.3,0.2,0.5,0.5,"This video focuses on traditional herbal medicine and plant identification, topics that generally attract an adult audience interested in health and natural remedies. The balanced gender distribution is expected, as both men and women are likely to be interested in wellness and traditional healing practices.",294
I1M_eI2UmM0,0.0,0.0,0.05,0.15,0.3,0.5,0.5,0.5,"This video focuses on health screenings, which are particularly relevant to older adults concerned about their health. The content appeals equally to both genders, as health topics are universally important.",454
pH6uwnDtwoE,0.02,0.08,0.25,0.35,0.2,0.1,0.5,0.5,"This video is likely to attract viewers interested in historical and cultural topics, often found among adults in their 20s to 40s. The balanced gender distribution suggests that both men and women have equal interest in educational content.",240
RtD8v_zCjuY,0.0,0.4,0.35,0.15,0.07,0.03,0.5,0.5,"This video appeals to a younger audience who are interested in food challenges and entertainment, particularly from popular YouTubers like 쯔양. The equal gender distribution reflects the general interest across both males and females in engaging and humorous content.",355
w4NukTXtJU4,0.0,0.0,0.05,0.15,0.35,0.45,0.5,0.5,"This video likely attracts a middle-aged to older audience, particularly those with an interest in traditional medicine and horticulture. The balanced interest between men and women is likely due to the universal appeal of health-related content.",126
rxTJMP6y_dY,0.05,0.1,0.45,0.3,0.1,0.0,0.5,0.5,"This video involves travel experiences and cultural exploration, which often appeal to a younger audience, particularly those in their 20s and 30s who have more freedom to travel. The balanced gender appeal suggests that both men and women are equally interested in travel content.",204
i8JMYlslpRs,0.1,0.2,0.3,0.2,0.1,0.1,0.5,0.5,"This video appears to be highly abstract and nonsensical, which might appeal to viewers with a taste for experimental or avant-garde content. The balanced gender distribution indicates that such content can attract both males and females equally.",121
x_2y6psYX0A,0.1,0.75,0.1,0.03,0.01,0.01,0.5,0.5,"This video appears to be targeted towards a younger audience, primarily teenagers, due to its playful and humorous content. The balanced gender distribution suggests it appeals to both boys and girls equally.",358
EveguYe0X-M,0.0,0.0,0.05,0.15,0.3,0.5,0.5,0.5,"This video discusses financial planning for retirement, which is most relevant to older audiences, particularly those over 40. The topic of economic happiness appeals to both men and women equally, as it is a universal concern.",102
lsrz64llYzQ,0.05,0.25,0.3,0.2,0.1,0.1,0.5,0.5,"This video contains a mix of historical fiction narrative and moral stories, appealing to a wide age range but mostly to young adults who enjoy storytelling. The equal gender distribution suggests the content is universally appealing without gender-specific themes.",119
L5T5Uw2yZyk,0.8,0.15,0.02,0.01,0.01,0.01,0.5,0.5,"This video appears to target a young audience, primarily children, due to its focus on playful and educational themes such as driving safety and family interactions. The balanced gender distribution suggests that these themes are universally appealing to both boys and girls.",132
AuWSUlDvkHg,0.6,0.25,0.1,0.03,0.01,0.01,0.5,0.5,"This video appears to be music-focused with repetitive, catchy sounds, which often attracts younger audiences, particularly children. The equal gender distribution suggests that this type of content is universally appealing.",111
Fc3xsPSaZXI,0.05,0.35,0.4,0.15,0.05,0.0,0.5,0.5,"This video appears to focus on themes of relationships and social gatherings, which commonly appeal to teenagers and young adults in their 20s. The balance of humor and relatable life situations may attract both male and female viewers equally, resulting in a neutral gender distribution.",151
WG2rDOWSVRk,0.0,0.1,0.6,0.25,0.05,0.0,0.5,0.5,"This video appeals to young adults due to its themes of urban living, youth policies, and supernatural elements. The balanced gender intrigue comes from the blend of mystery, humor, and relatable life scenarios.",195
OioO8w1VyxQ,0.15,0.35,0.35,0.1,0.03,0.02,0.5,0.5,This video features a humorous and whimsical storyline that is likely to appeal to teenagers and young adults who enjoy playful and imaginative content. The balanced humor and engaging narrative make it equally appealing to both male and female viewers.,170
D9L_FW3ZQ9o,0.0,0.0,0.05,0.1,0.35,0.5,0.5,0.5,"This video is likely to attract older audiences due to its focus on pension systems and retirement issues, relevant to those approaching or in retirement age. The topic is equally relevant to both genders, as both men and women are affected by pension policies.",110
JwIkZYKEU_Q,0.0,0.1,0.6,0.2,0.1,0.0,0.5,0.5,"This video features conversations about skincare, personal stories, and interactions with an emphasis on humor and light-heartedness, appealing to a younger adult audience. The content is gender-neutral, showcasing universal themes, making it equally likely to attract both male and female viewers.",160
jEjSas6QHUc,0.0,0.1,0.4,0.35,0.1,0.05,0.5,0.5,"This video is likely to attract viewers in their 20s and 30s due to the focus on shopping, lifestyle elements, and a casual conversational style. The gender distribution is expected to be even as both males and females engage in these activities.",1503
1hia962ucnc,0.0,0.2,0.5,0.2,0.1,0.0,0.5,0.5,"This video is a horror and mystery story, which typically appeals to younger adults and teenagers seeking thrill and suspense. The balanced gender prediction is due to the universal appeal of crime and mystery narratives.",660
_Z81cn7AUVs,0.01,0.02,0.1,0.2,0.3,0.37,0.45,0.55,"This video focuses on eye health, exercise tips, and vision-related information, which are more relevant to older adults experiencing age-related vision changes. Women are generally more proactive about health topics, which could explain the slightly higher female viewership.",251
F9ticHQTd-w,0.0,0.7,0.25,0.03,0.02,0.0,0.45,0.55,"This video primarily revolves around family dynamics, personal interests, and teenage struggles, which are likely to resonate with teenagers who experience similar situations. The gender distribution is balanced with a slight female skew due to the focus on emotional and social interactions.",568
BgxBhPegzss,0.05,0.25,0.4,0.2,0.07,0.03,0.45,0.55,"This video features a mix of nostalgic and emotional content that might appeal strongly to young adults, especially in their 20s. The musical and emotional themes may resonate slightly more with females, leading to a slightly higher female viewership.",102
yomKWG44odg,0.01,0.3,0.4,0.15,0.1,0.04,0.45,0.55,"This video appears to be a lyrical or poetic expression, which often resonates more with younger audiences, especially teenagers and those in their twenties. The emotional and somewhat dramatic tone may appeal slightly more to females who are typically more engaged with lyrical content.",113
UEIUCXebSrw,0.05,0.3,0.35,0.2,0.07,0.03,0.45,0.55,"This video features a narrative-driven plot with themes of family, love, and personal challenges, which are generally appealing to young adults and teens. The presence of both male and female characters with diverse roles might slightly attract more female viewers, given its emotional and dramatic content.",116
CKuURYn8-pw,0.01,0.15,0.5,0.25,0.07,0.02,0.45,0.55,"This video appeals to younger adults, particularly those in their 20s and 30s, due to its travel content and engaging storytelling style. The slightly higher female interest could be attributed to a generally larger female audience for travel vlogs.",117
-kikUU2yunM,0.01,0.05,0.15,0.25,0.3,0.24,0.45,0.55,"This video appeals to a more mature audience who can relate to the story of an elderly man's work ethic and influence in a workplace setting. The content resonates slightly more with women, likely due to the emotional and community-oriented themes presented.",103
A7VlHSV-KmA,0.05,0.15,0.3,0.3,0.15,0.05,0.45,0.55,"This video appeals to viewers who appreciate emotional storytelling and wildlife, which is often popular among adults in their 20s to 40s. The narrative's depth and emotional engagement also suggest a slight preference among female viewers.",173
Zq3OPTPpgQg,0.02,0.1,0.2,0.3,0.25,0.13,0.45,0.55,"This video appeals primarily to middle-aged viewers as it features a popular Korean trot singer, a genre which is traditionally favored by older demographics. The additional emphasis on English language skills and international recognition also attracts younger viewers, particularly females who are often fans of music and cultural crossovers.",298
6SSgec9HMNw,0.01,0.1,0.6,0.2,0.07,0.02,0.4,0.6,This video primarily features music and lyrics that resonate with young adults and those in their 20s and 30s. The themes of love and self-discovery may appeal slightly more to women.,378
INhNiD5uWCA,0.05,0.4,0.3,0.15,0.05,0.05,0.4,0.6,"This video is likely to attract teenagers and young adults, especially those interested in art and self-expression. The content involves a young artist's journey and insights, which may resonate more with female viewers due to the emotional and personal narrative style.",232
hz_3NZ43Zkc,0.0,0.2,0.6,0.15,0.04,0.01,0.4,0.6,"This video explores themes of social ranking and moral dilemmas within society, which are likely to appeal to young adults in their 20s who are navigating modern social landscapes. The emphasis on social interactions and fictional narrative might attract more female viewers interested in drama and ethical storytelling.",189
-iSGGG3kaxI,0.0,0.02,0.05,0.15,0.4,0.38,0.4,0.6,"This video discusses cancer symptoms, diagnosis, and treatment options, which are likely to attract older audiences who are more concerned with health issues. Women may show higher interest as they often actively seek health-related content, especially concerning serious illnesses like cancer.",168
6e2qb_9w4TE,0.0,0.05,0.2,0.3,0.25,0.2,0.4,0.6,"This video likely appeals to viewers interested in local markets and food experiences, which tend to attract an older audience, particularly those in their 30s and 40s. The focus on food and market culture may also slightly lean towards female viewers who are typically more engaged in culinary content.",175
yW0jH0Dv2yk,0.0,0.7,0.25,0.05,0.0,0.0,0.4,0.6,"This video primarily discusses emotional and social challenges that resonate with younger audiences, particularly teenagers and young adults. The themes of online interactions and emotional vulnerability are more relevant to the 10s and 20s age groups, with a slight female skew due to emotional discussions.",145
Jc0URn3xiwM,0.0,0.05,0.2,0.35,0.3,0.1,0.4,0.6,"This video features a nostalgic and emotional theme often found in ballads, appealing to adults who have experienced love and loss. The style and content of the music are likely to resonate more with women, who traditionally are more drawn to emotional and sentimental content.",164
aBl4_11ezvA,0.0,0.1,0.1,0.2,0.3,0.3,0.4,0.6,"This video evokes nostalgia and reflects on childhood memories, which may resonate more with an older audience. The emotional and reflective nature of the script is likely to appeal slightly more to women.",152
XFq0pVD5zSA,0.0,0.0,0.05,0.15,0.35,0.45,0.4,0.6,"This video discusses health and exercise strategies specifically tailored for older adults, highlighting concerns such as muscle loss and fall prevention, which are more relevant to viewers aged 40 and above. The detailed guidance on maintaining a healthy lifestyle is likely to appeal more to a female audience, who statistically tend to engage more with health and wellness content.",250
muLrKVE15sM,0.0,0.3,0.4,0.2,0.1,0.0,0.4,0.6,"This video appeals to younger audiences, especially those in their 10s and 20s, due to the suspenseful and adventurous nature of the storyline. The narrative's focus on fortune-telling and paranormal elements tends to attract more female viewers.",117
q24RNcZJCGg,0.6,0.2,0.1,0.05,0.03,0.02,0.4,0.6,"This video seems to be a family-oriented content with interactions between parents and children, appealing mainly to a younger audience and parents interested in family activities. The playful and casual tone, along with references to parenting, suggests a higher likelihood of being watched by young children and their mothers.",115
USDHoBpeFZs,0.0,0.05,0.2,0.4,0.25,0.1,0.4,0.6,"This video discusses topics such as career changes, freelance work, and job hunting, which are more relevant to adults, especially those in their 30s and 40s. The conversational style and topics like career anxiety and job market challenges appeal slightly more to female viewers as they often engage in such discussions.",573
G3SmwRsGRSY,0.05,0.15,0.45,0.25,0.07,0.03,0.4,0.6,"This video seems to be a casual family-oriented vlog, featuring cooking and playful interactions. Such content typically appeals more to young adults and women who enjoy lifestyle and family themes.",127
y_xKWuCp93o,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6,"This video seems to be a music performance with emotional and nostalgic themes, which typically appeals more to adults, particularly those in their 30s and 40s. The content also suggests a slight female audience preference due to the emotional and romantic narrative.",284
SSn6IVeLocI,0.0,0.02,0.08,0.2,0.35,0.35,0.4,0.6,"This video discusses personal experiences with pancreatic cancer, which is likely to resonate with middle-aged and older audiences who are more concerned with health issues. Additionally, the empathetic and supportive tone may attract more female viewers.",104
GJklIUDDKBg,0.0,0.0,0.1,0.2,0.3,0.4,0.4,0.6,"This video focuses on topics related to aging, self-esteem, and social interactions, which are more relevant and engaging to older audiences, particularly those in their 40s and 50s. Additionally, the discussion on fashion and appearance tends to resonate more with female viewers, slightly skewing the gender distribution.",282
HudTGfYF0Ug,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6,"This video features a collection of emotional and romantic songs, likely appealing to an audience that appreciates sentimental content, primarily in the 20s to 30s age range. The themes of love and relationships in the lyrics may resonate more with women, therefore, a slightly higher proportion of female viewers is expected.",182
KWZdnS57iyI,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6,This video likely attracts younger adults who are active on social media and interested in food photography and dining experiences. Women may be more engaged with this content due to its focus on community interaction and culinary aesthetics.,251
m7ckA1-qEVI,0.1,0.2,0.4,0.2,0.05,0.05,0.4,0.6,"This video seems to be a music-focused or lyrical content with repetitive upbeat and emotional elements, likely appealing to young adults. The presence of repeated 'woo' sounds and celebratory clapping suggests a lively or celebratory theme, which tends to attract a younger and predominantly female audience.",120
uYZfespVv1Q,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6,"This video is likely to attract viewers who are interested in religious and spiritual content, which tends to appeal more to older and more mature audiences. The focus on themes such as faith, divine guidance, and spiritual reflection may resonate more with women, who often engage more with emotionally and spiritually driven content.",124
_zEfPDnQ7Uc,0.0,0.05,0.5,0.3,0.1,0.05,0.4,0.6,"This video likely appeals to a younger adult audience due to its casual and conversational style, which resonates with viewers in their 20s and 30s who engage with lifestyle and personal content. The discussion of parenting and lifestyle choices may also attract a slightly higher proportion of female viewers.",122
gUHwVsYDUMY,0.05,0.2,0.3,0.25,0.1,0.1,0.4,0.6,"This video likely appeals to a younger audience interested in music and talent competitions, evidenced by the focus on youthful performers and lively show elements. The higher female viewership can be attributed to the emphasis on emotional and aesthetic presentation, often resonating more with women.",139
6C5EkKlAJAY,0.05,0.35,0.45,0.1,0.03,0.02,0.4,0.6,"This video features lighthearted school-themed content and playful interactions, which typically appeal to teenagers and young adults. Additionally, the use of humor and a casual setting tend to attract a slightly higher female audience.",125
wZCBSqetLQw,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6,"This video appeals to a broad audience, with particular resonance among young adults and those in their 30s due to its relatable family dynamics and travel theme. The humorous and light-hearted interactions are likely to attract a slightly higher female viewership.",101
e-ppMB1iySw,0.0,0.05,0.1,0.15,0.25,0.45,0.4,0.6,"This video seems to target a mature audience interested in complex family dramas and romantic storylines common in Korean dramas. Given the dramatic plot twists and familial intrigue, it likely resonates more with middle-aged to older viewers, especially women who are traditionally more engaged with such content.",169
t7uHhDi20_A,0.0,0.05,0.2,0.4,0.25,0.1,0.4,0.6,"This video appears to focus on adult themes such as work, family, and relationships, which are more appealing to viewers in their 30s and 40s. Additionally, the conversational style and emotional topics might resonate more with a female audience.",157
VNflcV4lxrc,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6,"This video features a theme of nostalgia and gratitude, often appealing to a more mature audience. Additionally, the content related to 'Mister Trot' suggests a higher engagement among middle-aged and older viewers, with a slight female audience preference.",129
1JiUHd4x-k8,0.05,0.1,0.2,0.25,0.25,0.15,0.4,0.6,"This video features music and introspective themes about life, which may appeal more to an adult audience, particularly those in their 30s and 40s reflecting on life experiences. The emotional and artistic elements suggest a slightly higher appeal to females, who may resonate more with the expressive nature of the content.",165
Sd8im3XT_oE,0.05,0.1,0.25,0.3,0.2,0.1,0.4,0.6,"This video appears to have a whimsical and playful tone, which may appeal to a broad range of ages, but likely more to younger adults and middle-aged viewers. The content seems to lean slightly towards female interests, possibly due to the mention of '슈거 왁스' and '샐러드,' which can be associated with personal care and health topics.",152
hkT1J5cB800,0.0,0.0,0.05,0.1,0.15,0.7,0.4,0.6,"This video likely appeals to older adults experiencing chronic pain, particularly those over 50, as it discusses non-invasive methods to alleviate pain, which is common in this age group. The suggested demographic is slightly skewed towards females, who are often more proactive in seeking health-related solutions.",208
et3ZbxAdkjE,0.0,0.7,0.25,0.05,0.0,0.0,0.4,0.6,"This video seems to cater to a younger audience, particularly teenagers and those in their early twenties, due to its informal tone and focus on pop culture elements like idols and food. The content and style of the video are more likely to appeal to females who are typically more engaged with idol culture.",187
maDEK2OUj8I,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video is likely to attract middle-aged and older audiences due to its emotional and familial themes, which often resonate with individuals who have experienced loss and familial responsibilities. Additionally, the narrative's focus on mystery and moral courage may appeal slightly more to women, who often engage with emotionally driven content.",118
58xZea__bE4,0.05,0.15,0.5,0.2,0.05,0.05,0.4,0.6,"This video is likely to appeal to young adults in their 20s, who are interested in family reunions, cultural exchanges, and travel content. The presence of family dynamics and a focus on personal relationships may also attract more female viewers.",139
ToS4RfM-8DA,0.0,0.1,0.3,0.4,0.15,0.05,0.4,0.6,"The content focuses on glamping and outdoor activities, which are popular among younger adults and middle-aged individuals. The conversational and informal tone, along with mention of social drinking, suggests a slight skew towards female viewers in their 20s to 40s.",255
FNfr8-xz-FQ,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6,"The topic of dental hygiene and health tends to attract adults who are more conscious about their health, likely making the 30s and 40s age groups more prominent. Additionally, women generally show more interest in health-related content, which could explain the skew towards a female audience.",536
8Koltf5URok,0.0,0.05,0.25,0.4,0.2,0.1,0.4,0.6,"This video appears to be a wedding ceremony or celebration, which often appeals more to adults who have a personal connection to such events, particularly those in their 20s to 40s. Additionally, women tend to engage more with wedding-related content, leading to a slightly higher female viewership prediction.",122
OEwcVfp9cog,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video appeals to viewers interested in historical narratives and family dramas, which are more popular among adults, especially those aged 30 and above. The storyline's emotional depth and familial themes resonate more with a female audience.",119
ToX2vYwDskE,0.0,0.1,0.4,0.4,0.1,0.0,0.4,0.6,"This video features mature themes such as medical discussions and professional relationships, which are likely to attract viewers in their 20s and 30s. The conversational tone and interpersonal dynamics suggest a slight appeal more towards female audiences.",589
B_p26wD_nQI,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video discusses financial safety and personal data protection, which are more likely to attract middle-aged and older viewers who are concerned about these issues. Given the practical advice provided, the content is slightly more appealing to women, who often manage household finances and security.",437
lfbqFltW8aw,0.0,0.01,0.03,0.06,0.1,0.8,0.4,0.6,This video likely attracts older viewers due to its focus on joint pain relief and health tips for aging individuals. The higher female viewership may be attributed to women often seeking health advice and wellness content.,1598
aoDQ2JdB39k,0.0,0.0,0.05,0.1,0.25,0.6,0.4,0.6,"This video is likely to appeal more to older adults, particularly those in their 40s and 50s, who are parents reflecting on their relationships with grown children. The content is emotionally driven and resonates with a demographic more concerned about family dynamics and communication, which tends to be more relevant to women.",685
qib2cHZ1sRY,0.0,0.05,0.2,0.35,0.25,0.15,0.4,0.6,"This video seems to focus on nostalgic and emotional themes, which often appeal to an older audience. The sentimental and melodic nature of the content may also have a stronger connection with female viewers.",146
Mx1PnBIxewI,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6,"This video is likely to appeal to viewers in their 20s and 30s, as it deals with themes of career struggles and personal growth, which resonate strongly with young adults. The emotional narrative and moral lessons may attract a slightly higher female audience due to the empathetic and heartwarming storytelling.",244
XJ36YYmjKbE,0.0,0.15,0.6,0.2,0.05,0.0,0.4,0.6,"This video is likely to attract viewers in their 20s and 30s due to its intense and dramatic storyline revolving around a controversial character. The story's focus on crime and fandom dynamics may resonate more with a younger female audience, interested in thriller and psychological themes.",247
Y2bvwd_BlZg,0.0,0.05,0.1,0.3,0.3,0.25,0.4,0.6,"This video targets viewers interested in managing diabetes, which is more prevalent in adults over 30. The detailed discussion on diet and healthcare appeals more to women, who often show greater interest in nutritional content.",217
PuyEszq760I,0.0,0.0,0.05,0.15,0.35,0.45,0.4,0.6,"This video discusses health issues related to reflux and digestive health, topics which are more relevant to middle-aged and older audiences who may experience such health concerns more frequently. Additionally, women are generally more engaged with health and wellness content, leading to a higher female viewership.",345
